Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),WG modifier (%),Active (),Slowest Wheel (km/h),Fastest Wheel (km/h),Wheel Slip (km/h),P (),I (),D (),PID (),WG pull (%),Ignition pull (km/h),Slip ramp (km/h),Slip target (km/h),RPM Limit Off (rpm),RPM Limit Soft (rpm),RPM Limit Medium (rpm),RPM Limit Hard (rpm),Cut type (rpm),Cut pattern (rpm),Cut position (rpm),Wheel Angle (),SimosTools [R1.00:2023_3_4:SL 29.33 HSL CBRICK SWG is38 - moar timing.bin]
645.719,-0.2930841,0.44699872,0.4425434,0.44165686,92.76674,-8.27067,14.6978655,-0.27950168,237.68048,78.9378,0.0,99.99999,0.0,0.0,447.75,210.375,2444.4145000000003,17.254902,-8.015625,0.10748291,106.73973,17357.756,17253.744,1100.0834,499.89316,20.452963,35.713207,0.0,4.698164,5.0,46.037292,-5.1615896,16.499979,12.374984,2.244,0.0,-24.953125,0.26428223,0.0,0.0,0.0,0.0,0.0,0.9921875,0.9980469,56.678772,-1.5624998,90.833755,90.71476,0.0,87.99663,31.738281,1.0,105.44622,90.9854,480.0,649.875,6.258531,147.5625,0.0,145.75,20.540316,31.999992,48.73047,1.0,100.38,79.28125,0.0,-43.12439,46.783447,0.07171631,0.6201172,-12.341309,0.0,99.65,100.42,0.76999664,-5.41,0.0,-0.4,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.738,-0.2944673,0.4412995,0.4428157,0.44161442,92.76605,-8.27067,14.706474,-0.28033182,231.51797,76.858635,0.0,99.99999,0.0,0.0,447.75,210.375,2438.5273,17.254902,-7.9140625,0.107543945,106.75631,17268.072,17276.562,1100.0834,499.89316,21.639872,35.840374,0.0,4.6960316,5.0,46.673584,-5.1717463,16.499979,12.374984,2.236,0.0,-24.929688,0.26434326,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.684875,-1.5624998,90.835945,90.7189,0.0,87.99696,31.738281,1.0,105.35501,90.9854,480.0,649.875,6.256825,147.6875,0.0,145.75,20.540316,31.999992,48.553467,1.0,100.44,79.3125,0.0,-42.88025,46.765137,0.2975464,0.6201172,-12.341309,0.0,99.41,100.5,1.0899963,-5.09,0.0,0.4,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.759,-0.31557384,0.4390198,0.4425436,0.44161442,92.765434,-8.27067,14.700782,-0.2799245,231.56549,76.906906,0.0,99.99999,0.0,0.0,447.75,210.375,2442.4521,17.254902,-7.8828125,0.107543945,106.772896,17287.707,17281.338,1100.0834,499.89316,21.491508,35.882763,0.0,4.6943254,5.0,46.59424,-5.180887,16.499979,12.374984,2.236,0.0,-24.96875,0.26434326,0.0,0.0,0.0,0.0,0.0,0.9951172,0.9980469,56.684875,-1.5624998,90.85945,90.76222,0.0,87.99727,31.738281,1.0,105.363304,91.00198,480.0,649.875,6.2554603,147.5625,0.0,145.75,20.540316,31.999992,48.64502,1.0,100.5,79.3125,0.0,-42.53235,46.77124,0.6515503,0.6201172,-12.341309,0.0,99.57,100.64,1.0699997,-5.11,0.0,0.56,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.778,-0.31245908,0.43810794,0.44316748,0.44169927,92.76571,-8.27067,14.696797,-0.27655414,231.63531,76.9301,0.0,99.99999,0.0,0.0,447.75,210.375,2443.188,17.254902,-8.0390625,0.107543945,106.7646,17294.074,17270.195,1100.0834,499.89316,21.300755,35.840374,0.0,4.6929607,5.0,46.58203,-5.1891146,16.499979,12.374984,2.232,0.0,-24.960938,0.2647705,0.0,0.0,0.0,0.0,0.0,0.9951172,0.9980469,56.684875,-1.5624998,90.83749,90.653824,0.0,87.99754,31.738281,1.0,105.30526,90.9854,480.0,649.875,6.2543683,147.78125,0.0,145.71875,20.540316,31.999992,48.571777,1.0,100.6,79.4375,0.0,-42.504883,46.746826,0.642395,0.6152344,-12.341309,0.0,99.6,100.55,0.9500046,-5.23,0.0,-0.08,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.8,-0.30996725,0.4377432,0.44299102,0.44165686,92.76595,-8.27067,14.711586,-0.2797762,231.72952,76.9939,0.0,99.99999,0.0,0.0,447.75,210.375,2446.3769,17.254902,-8.1484375,0.107543945,106.7646,17274.97,17254.805,1100.0834,499.89316,21.385534,35.840374,0.0,4.691869,5.0,46.514893,-5.196519,16.499979,12.374984,2.232,0.0,-24.976562,0.26428223,0.0,0.0,0.0,0.0,0.0,0.99609375,0.9980469,56.680298,-1.5624998,90.85722,90.75484,0.0,87.99779,31.738281,1.0,105.30526,90.99369,480.0,649.875,6.2534947,147.46875,0.0,145.75,20.540316,31.999992,48.40088,1.0,100.5,79.28125,0.0,-42.144775,46.783447,1.0513306,0.6152344,-12.341309,0.0,99.73,100.57,0.83999634,-5.34,0.0,0.08,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.82,-0.2879738,0.4563473,0.4424722,0.44169927,92.766174,-8.27067,14.710219,-0.27694488,231.63531,76.9301,0.0,99.99999,0.0,0.0,447.75,210.375,2445.1504000000004,17.254902,-8.46875,0.107543945,106.79777,17353.51,17225.088,1100.0834,499.89316,20.474157,35.564842,0.0,4.690995,5.0,46.151733,-5.203183,16.499979,12.374984,2.232,0.0,-24.929688,0.26446533,0.0,0.0,0.0,0.0,0.0,0.99609375,0.9980469,56.677246,-1.5624998,90.83739,90.72165,0.0,87.99801,31.738281,1.0,105.205765,90.99369,480.0,649.875,6.2527957,147.75,0.0,145.75,20.540316,31.999992,48.45581,1.0,100.55,79.34375,0.0,-42.178345,46.75293,0.98724365,0.6152344,-12.341309,0.0,99.68,100.34,0.65999603,-5.52,0.0,-0.48,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.838,-0.29037902,0.46378893,0.4417075,0.4416992,92.76637,-8.27067,14.715122,-0.27985147,237.94891,79.06033,0.0,99.99999,0.0,0.0,447.75,210.375,2442.4521,17.254902,-8.546875,0.107543945,106.7646,17283.46,17241.008,1100.0834,499.89316,20.919249,35.628426,0.0,4.690296,5.0,46.3562,-5.209181,16.499979,12.374984,2.232,0.0,-24.914062,0.2647705,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.680298,-1.5624998,90.82367,90.80291,0.0,87.99821,31.738281,1.0,105.18917,91.00198,480.0,649.875,6.252237,147.25,0.0,145.75,20.540316,31.999992,48.41919,1.0,100.36,79.4375,0.0,-42.077637,46.73462,1.0635376,0.6152344,-12.341309,0.0,99.57,100.5,0.9300003,-5.25,0.0,-0.64,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.858,-0.2923032,0.46676558,0.44180483,0.44165686,92.76655,-8.27067,14.700976,-0.28186703,237.70573,79.01289,0.0,99.99999,0.0,0.0,447.75,210.375,2446.3769,17.254902,-8.3671875,0.107543945,106.78948,17309.465,17221.904,1100.0834,499.89316,20.38938,35.50126,0.0,4.6897373,5.0,45.970154,-5.2145786,16.499979,12.374984,2.232,0.0,-24.875,0.2640381,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.67267,-1.5624998,90.82835,90.78308,0.0,87.99839,31.738281,1.0,105.13943,91.01856,480.0,649.875,6.2517896,147.3125,0.0,145.75,20.540316,31.999992,48.309326,1.0,100.48,79.21875,0.0,-41.766357,46.795654,1.4297485,0.6152344,-12.341309,0.0,99.73,100.59,0.859993,-5.32,0.0,0.08,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.878,-0.31384256,0.44920623,0.4418723,0.44165683,92.76753,-8.27067,14.696934,-0.2813313,237.912,78.981316,0.0,99.99999,0.0,0.0,447.75,210.375,2445.1504000000004,17.254902,-8.3359375,0.107543945,106.79777,17399.148,17219.25,1100.0834,499.89316,18.460653,35.50126,0.0,4.68929,5.0,45.004272,-5.2194366,16.499979,12.374984,2.232,0.0,-24.859375,0.26464844,0.0,0.0,0.0,0.0,0.0,0.99316406,0.9980469,56.669617,-1.5624998,90.80233,90.79362,0.0,87.99855,31.738281,1.0,105.10626,91.01856,480.0,649.875,6.251432,147.3125,0.0,145.71875,20.540316,31.999992,48.291016,1.0,100.62,79.40625,0.0,-41.622925,46.722412,1.512146,0.6152344,-12.341309,0.0,99.68,100.58,0.9000015,-5.28,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.899,-0.33107406,0.4421825,0.4425689,0.44165683,92.76842,-8.27067,14.699963,-0.28523406,231.7082,77.051834,0.0,99.99999,0.0,0.0,448.125,210.375,2443.188,17.254902,-8.2734375,0.107543945,106.772896,17348.734,17236.762,1100.0834,499.89316,19.20247,35.564842,0.0,4.6889324,5.0,45.413208,-5.2238092,16.499979,12.374984,2.224,0.0,-24.804688,0.2647705,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.677246,-1.5624998,90.80284,90.72523,0.0,87.998695,31.738281,1.0,105.10626,91.01856,480.0,649.875,6.251146,147.59375,0.0,145.75,20.540316,31.999992,48.309326,1.0,100.6,79.4375,0.0,-41.537476,46.722412,1.5853882,0.6152344,-12.341309,0.0,99.6,101.0,1.4000015,-4.78,0.0,1.04,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.919,-0.32485926,0.43937302,0.44260684,0.44169927,92.76922,-8.27067,14.707942,-0.28527611,231.6849,77.04409,0.0,99.99999,0.0,0.0,448.125,210.375,2450.3017,17.254902,-8.140625,0.107543945,106.78119,17407.639,17200.146,1100.0834,499.89316,18.418264,35.37409,0.0,4.6886463,5.0,45.01648,-5.227744,16.499979,12.374984,2.224,0.0,-24.789062,0.26434326,0.0,0.0,0.0,0.0,0.0,0.99316406,0.9980469,56.678772,-1.5624998,90.769424,90.653824,0.0,87.998825,31.738281,1.0,104.948715,91.00198,480.0,649.875,6.250917,147.5625,0.0,145.75,20.540316,31.999992,48.016357,1.0,100.83,79.3125,0.0,-41.363525,46.75293,1.789856,0.6152344,-12.341309,0.0,99.89,100.74,0.8499985,-5.33,0.0,-0.08,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.939,-0.33988744,0.43824923,0.44241503,0.4416992,92.769936,-8.27067,14.713528,-0.29022816,231.99817,77.08316,0.0,99.99999,0.0,0.0,448.125,210.375,2449.5658000000003,17.254902,-8.171875,0.107543945,106.78119,17315.832,17222.434,1100.0834,499.89316,18.84216,35.50126,0.0,4.6884174,5.0,45.185852,-5.231285,16.499979,12.374984,2.212,0.0,-24.75,0.26464844,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.66809,-1.5624998,90.75323,90.73444,0.0,87.99895,31.738281,1.0,104.93212,91.00198,480.0,649.875,6.250734,147.34375,0.0,145.75,20.540316,31.999992,48.00415,1.0,100.64,79.40625,0.0,-41.241455,46.697998,1.8630981,0.61035156,-12.341309,0.0,99.86,100.71,0.8499985,-5.33,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.958,-0.35190994,0.4377997,0.441618,0.44174162,92.770584,-8.27067,14.694,-0.2926721,231.70921,77.08469,0.0,99.99999,0.0,0.0,448.125,210.375,2444.4145000000003,17.254902,-8.125,0.107543945,106.78119,17262.234,17203.861,1100.0834,499.89316,20.135042,35.395283,0.0,4.6882343,5.0,45.93506,-5.2344723,16.499979,12.374984,2.212,0.0,-24.710938,0.26501465,0.0,0.0,0.0,0.0,0.0,0.9951172,0.9980469,56.67267,-1.5624998,90.72524,90.740776,0.0,87.999054,31.738281,1.0,104.88238,91.00198,480.0,649.875,6.250587,147.21875,0.0,145.71875,20.540316,31.999992,47.924805,1.0,100.72,79.5,0.0,-41.036987,46.679688,2.0431519,0.61035156,-12.341309,0.0,99.65,100.58,0.9300003,-5.25,0.0,-0.08,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
645.978,-0.36152798,0.4376199,0.44211262,0.44161448,92.771996,-8.27067,14.69205,-0.29693678,231.78015,77.1408,0.0,99.99999,0.0,0.0,448.125,210.375,2446.3769,17.254902,-8.1796875,0.107543945,106.78948,17270.725,17200.146,1100.0834,499.89316,19.478003,35.37409,0.0,4.6880875,5.0,45.54901,-5.237341,16.499979,12.374984,2.212,0.0,-24.679688,0.26464844,0.0,0.0,0.0,0.0,0.0,0.99316406,0.9980469,56.66809,-1.5624998,90.74738,90.684746,0.0,87.99915,31.738281,1.0,104.91556,90.9854,480.0,649.875,6.2504697,147.375,0.0,145.75,20.540316,31.999992,48.010254,1.0,100.6,79.40625,0.0,-41.21704,46.691895,1.8753052,0.61035156,-12.341309,0.0,99.73,100.74,1.0099945,-5.17,0.0,-0.64,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.003,-0.3692224,0.43754798,0.4418548,0.44165683,92.77327,-8.27067,14.696545,-0.29390955,231.66263,77.06918,0.0,99.99999,0.0,0.0,448.125,210.375,2449.3205,17.254902,-8.1953125,0.10760498,106.82265,17178.389,17218.19,1100.0834,499.89316,20.664911,35.480064,0.0,4.68797,5.0,46.162415,-5.2399225,16.499979,12.374984,2.22,0.0,-24.65625,0.2645874,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.67572,-1.5624998,90.73666,90.751945,0.0,87.99924,31.738281,1.0,104.88238,90.9854,480.0,649.875,6.2503757,147.3125,0.0,145.75,20.540316,31.999992,47.979736,1.0,100.65,79.375,0.0,-41.171265,46.710205,1.9393921,0.61035156,-12.341309,0.0,99.85,100.74,0.8899994,-5.29,0.0,-0.16,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.02,-0.37537795,0.4375192,0.44281203,0.44174162,92.774414,-8.27067,14.70555,-0.2956318,231.74316,77.06346,0.0,99.99999,0.0,0.0,448.125,210.375,2450.3017,17.254902,-8.203125,0.107543945,106.80606,17272.848,17199.615,1100.0834,499.89316,19.753536,35.37409,0.0,4.6878757,5.0,45.71991,-5.2422457,16.499979,12.374984,2.22,0.0,-24.601562,0.26489258,0.0,0.0,0.0,0.0,0.0,0.9951172,0.9980469,56.677246,-1.5624998,90.68196,90.54023,0.0,87.99931,31.738281,1.0,104.77459,90.95223,480.0,649.875,6.250301,147.65625,0.0,145.71875,20.540316,31.999992,47.821045,1.0,100.76,79.46875,0.0,-41.17737,46.661377,1.8783569,0.61035156,-12.341309,0.0,99.89,100.79,0.9000015,-5.28,0.0,0.08,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.038,-0.36030236,0.4375077,0.44212502,0.44174156,92.775444,-8.27067,14.711854,-0.30371624,231.82681,77.156334,0.0,99.99999,0.0,0.0,447.75,210.375,2445.1504000000004,17.254902,-8.21875,0.107543945,106.80606,17299.38,17196.96,1100.0834,499.89316,18.948133,35.3317,0.0,4.6878014,5.0,45.24231,-5.244337,16.499979,12.374984,2.224,0.0,-24.578125,0.26507568,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.671143,-1.5624998,90.67757,90.62121,0.0,87.99938,31.738281,1.0,104.7663,90.935646,480.0,649.875,6.250241,147.40625,0.0,145.75,20.540316,31.999992,47.821045,1.0,100.78,79.53125,0.0,-41.21399,46.636963,1.8173218,0.61035156,-12.341309,0.0,99.68,101.08,1.4000015,-4.78,0.0,0.88,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.058,-0.32824188,0.4375031,0.44255024,0.44174162,92.77637,-8.27067,14.6986885,-0.3044877,231.82782,77.1892,0.0,99.99999,0.0,0.0,447.75,210.375,2448.3393,17.254902,-8.15625,0.10760498,106.83094,17262.234,17242.068,1100.0834,499.89316,19.923094,35.586037,0.0,4.6877413,5.0,45.799255,-5.2462196,16.499979,12.374984,2.224,0.0,-24.609375,0.26507568,0.0,0.0,0.0,0.0,0.0,0.99609375,0.9980469,56.67267,-1.5624998,90.639595,90.526794,0.0,87.99944,31.738281,1.0,104.68337,90.910774,480.0,649.875,6.2501926,147.5625,0.0,145.75,20.540316,31.999992,47.668457,1.0,100.94,79.53125,0.0,-41.19568,46.64917,1.8539429,0.61035156,-12.341309,0.0,99.81,100.79,0.98000336,-5.2,0.0,0.24,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.079,-0.3225935,0.43750125,0.44202435,0.44174162,92.77637,-8.27067,14.695332,-0.30999652,232.03717,77.22635,0.0,99.99999,0.0,0.0,447.75,210.375,2452.5094000000004,17.254902,-8.1640625,0.10760498,106.82265,17305.219,17185.818,1100.0834,499.89316,18.71499,35.225727,0.0,4.6876926,5.0,45.129395,-5.2479134,16.499979,12.374984,2.224,0.0,-24.625,0.26507568,0.0,0.0,0.0,0.0,0.0,0.99316406,0.9980469,56.663513,-1.5624998,90.623726,90.617134,0.0,87.9995,31.738281,1.0,104.559,90.89419,480.0,649.875,6.250154,147.4375,0.0,145.75,20.540316,31.999992,47.41211,1.0,100.72,79.53125,0.0,-41.107178,46.60034,1.8997192,0.61035156,-12.341309,0.0,99.98,100.85,0.8699951,-5.31,0.0,0.08,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.1,-0.2980748,0.43750054,0.44187,0.44140247,92.77637,-8.27067,14.698841,-0.31229874,231.73557,77.191,0.0,99.99999,0.0,0.0,448.125,210.375,2447.3581,17.254902,-8.140625,0.10760498,106.82265,17244.191,17218.19,1100.0834,499.89316,19.732342,35.416477,0.0,4.6876545,5.0,45.663452,-5.2494383,16.499979,12.374984,2.216,0.0,-24.617188,0.26501465,0.0,0.0,0.0,0.0,0.0,0.9921875,0.9980469,56.67267,-1.5624998,90.63598,90.56626,0.0,87.99955,31.738281,1.0,104.63364,90.885895,480.0,649.875,6.2501235,147.3125,0.0,145.65625,20.540316,31.999992,47.625732,1.0,100.85,79.5,0.0,-41.16211,46.618652,1.8508911,0.61035156,-12.341309,0.0,99.77,100.66,0.890007,-5.29,0.0,0.24,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.12,-0.27845985,0.43750024,0.4419887,0.44174162,92.77637,-8.27067,14.701298,-0.31052116,231.90955,77.216415,0.0,99.99999,0.0,0.0,448.125,210.375,2452.0188,17.254902,-8.1171875,0.107543945,106.814354,17338.65,17169.367,1100.0834,499.89316,17.99437,35.11975,0.0,4.687624,5.0,44.732666,-5.2508106,16.499979,12.374984,2.216,0.0,-24.632812,0.26446533,0.0,0.0,0.0,0.0,0.0,0.9921875,0.9980469,56.663513,-1.5624998,90.61239,90.6025,0.0,87.999596,31.738281,1.0,104.534134,90.869316,480.0,649.875,6.2500987,147.34375,0.0,145.75,20.540316,31.999992,47.46704,1.0,100.68,79.34375,0.0,-41.16211,46.64917,1.8936157,0.61035156,-12.341309,0.0,99.96,100.74,0.7799988,-5.4,0.0,-0.72,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.138,-0.26276788,0.43750012,0.44190332,0.44174162,92.77637,-8.27067,14.703017,-0.31394354,231.75583,77.10019,0.0,99.99999,0.0,0.0,448.125,210.375,2453.2453,17.254902,-8.1484375,0.107543945,106.814354,17314.771,17219.781,1100.0834,499.89316,17.697641,35.37409,0.0,4.687599,5.0,44.551086,-5.2520456,16.499979,12.374984,2.212,0.0,-24.617188,0.26464844,0.0,0.0,0.0,0.0,0.0,0.99121094,0.9980469,56.652832,-1.5624998,90.61231,90.61594,0.0,87.99963,31.738281,1.0,104.54242,90.885895,480.0,649.875,6.250079,147.3125,0.0,145.75,20.540316,31.999992,47.46704,1.0,100.69,79.40625,0.0,-41.033936,46.655273,2.0339966,0.61035156,-12.341309,0.0,100.01,100.88,0.8699951,-5.31,0.0,-0.16,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.158,-0.2502143,0.43750006,0.44197255,0.44174156,92.7772,-8.27067,14.692503,-0.31407523,231.76749,77.104065,0.0,99.99999,0.0,0.0,448.125,210.375,2452.5094000000004,17.254902,-8.1171875,0.107543945,106.80606,17247.375,17193.777,1100.0834,499.89316,19.054108,35.225727,0.0,4.687579,5.0,45.288086,-5.2531567,16.499979,12.374984,2.212,0.0,-24.648438,0.26501465,0.0,0.0,0.0,0.0,0.0,0.9941406,0.9980469,56.661987,-1.5624998,90.64852,90.60777,0.0,87.99967,31.738281,1.0,104.42633,90.885895,480.0,649.875,6.2500634,147.34375,0.0,145.75,20.540316,31.999992,47.399902,1.0,100.88,79.5,0.0,-40.83252,46.618652,2.180481,0.61035156,-12.341309,0.0,99.98,100.92,0.9399948,-5.24,0.0,0.24,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.179,-0.24017146,0.43750006,0.44090083,0.44148725,92.77795,-8.27067,14.691002,-0.3089306,231.94461,77.22809,0.0,99.99999,0.0,0.0,448.125,210.75,2450.3017,17.254902,-8.0703125,0.107543945,106.78119,17313.709,17192.717,1100.0834,499.89316,18.48185,35.24692,0.0,4.687564,5.0,45.01648,-5.254157,16.499979,12.749984,2.212,0.0,-24.65625,0.26501465,0.0,0.0,0.0,0.0,0.0,0.99316406,0.9980469,56.669617,-1.5624998,90.62765,90.670425,0.0,87.9997,31.738281,1.0,104.31025,90.90248,480.0,649.875,6.250051,147.03125,0.0,145.65625,20.540316,31.999992,47.320557,1.0,100.92,79.5,0.0,-40.371704,46.624756,2.6412964,0.60546875,-12.341309,0.0,99.89,101.09,1.199997,-4.98,0.0,0.56,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.2,-0.23213717,0.43750006,0.442081,0.44161442,92.778625,-8.27067,14.69581,-0.31205747,231.99136,77.24365,0.0,99.99999,0.0,0.0,448.5,210.375,2452.5094000000004,17.254902,-8.0625,0.107543945,106.814354,17251.621,17243.66,1100.0834,499.89316,19.244862,35.543648,0.0,4.6875515,5.0,45.402527,-5.2550573,16.499979,12.374984,2.196,0.0,-24.640625,0.26538086,0.0,0.0,0.0,0.0,0.0,0.9970703,0.9980469,56.671143,-1.5624998,90.59953,90.539276,0.0,87.99973,31.738281,1.0,104.23562,90.885895,480.0,649.875,6.250041,147.375,0.0,145.75,21.007141,31.999992,47.11914,1.0,101.04,79.625,0.0,-40.109253,46.58203,2.87323,0.60546875,-12.341309,0.0,99.98,101.0,1.0199966,-5.16,0.0,0.32,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.221,-0.22570974,0.41875005,0.44146234,0.441784,92.779236,-8.27067,14.699177,-0.31622475,232.08698,77.340614,0.0,99.99999,0.0,0.0,448.5,210.375,2456.4342,17.254902,-8.078125,0.107543945,106.814354,17281.338,17205.453,1100.0834,499.89316,19.181276,35.352894,0.0,4.687541,5.0,45.402527,-5.255867,16.499979,12.374984,2.196,0.0,-24.648438,0.26593018,0.0,0.0,0.0,0.0,0.0,0.9980469,0.9980469,56.669617,-1.5624998,90.661705,90.70773,0.0,87.99976,31.738281,1.0,104.21074,90.885895,480.0,649.875,6.250033,147.125,0.0,145.6875,21.007141,31.999992,47.143555,1.0,100.88,79.78125,0.0,-40.029907,46.54541,2.909851,0.60546875,-12.341309,0.0,100.14,101.0,0.8600006,-5.32,0.0,-0.16,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.238,-0.2205678,0.43000004,0.4413055,0.44148725,92.779785,-8.27067,14.695674,-0.3072847,225.34914,75.15853,0.0,99.99999,0.0,0.0,448.125,210.75,2451.2829,17.254902,-8.109375,0.107543945,106.814354,17254.805,17220.31,1100.0834,499.89316,19.096497,35.43767,0.0,4.6875334,5.0,45.310974,-5.2565966,16.499979,12.749984,2.22,0.0,-24.664062,0.26550293,0.0,0.0,0.0,0.0,0.0,0.9980469,0.9980469,56.671143,-1.5624998,90.683914,90.675644,0.0,87.99979,31.738281,1.0,104.23562,90.90248,480.0,649.875,6.250026,147.09375,0.0,145.6875,21.007141,31.999992,47.18628,1.0,101.02,79.65625,0.0,-39.837646,46.569824,3.1143188,0.60546875,-12.341309,0.0,99.93,100.85,0.91999817,-5.26,0.0,0.16,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
646.258,-0.23645423,0.43450004,0.44161218,0.44148725,92.78111,-8.27067,14.693222,-0.30425528,232.04117,77.35791,0.0,99.99999,0.0,0.0,448.125,210.75,2451.2829,17.254902,-8.125,0.10760498,106.85581,17195.9,17207.574,1100.0834,499.89316,19.965483,35.395283,0.0,4.6875267,5.0,45.788574,-5.2572527,16.499979,12.749984,2.22,0.0,-24.6875,0.26531982,0.0,0.0,0.0,0.0,0.0,1.0009766,0.9980469,56.669617,-1.5624998,90.72128,90.675644,0.0,87.99981,31.738281,1.0,104.12783,90.91907,480.0,649.875,6.250021,147.21875,0.0,145.6875,21.007141,31.999992,47.08252,1.0,100.85,79.59375,0.0,-39.544678,46.575928,3.4255981,0.60546875,-12.341309,0.0,99.93,100.92,0.98999786,-5.19,0.0,-0.16,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050002,0
