Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),WG modifier (%),Active (),Slowest Wheel (km/h),Fastest Wheel (km/h),Wheel Slip (km/h),P (),I (),D (),PID (),WG pull (%),Ignition pull (km/h),Slip ramp (km/h),Slip target (km/h),RPM Limit Off (rpm),RPM Limit Soft (rpm),RPM Limit Medium (rpm),RPM Limit Hard (rpm),Cut type (rpm),Cut pattern (rpm),Cut position (rpm),Wheel Angle (),SimosTools [R1.00:2023_3_1:SL 29.33 HSL CBRICK SWG is38.bin]
985.565,0.24824277,-0.005124653,0.25882614,0.2558634,91.83419,0.7518799,14.408852,-3.511091,75.04135,22.069128,0.0,97.744385,0.0,0.0,455.25,216.75,2096.0,8.627451,-8.828125,0.08618164,98.02509,13822.418,13744.939,1100.0834,499.89316,8.817029,17.125383,0.0,-5.46875,6.0,34.979248,6.7669163,17.624977,18.749975,1.236,0.0,-27.03125,0.05871582,0.0,0.0,0.0,0.0,0.0,0.9970703,1.0009766,55.395508,-2.3437505,67.732605,67.18578,0.0,97.99997,17.285156,1.0,99.791245,73.17471,471.0,649.875,-3.1249998,73.03125,0.0,70.1875,10.736983,42.99997,32.9834,1.0,111.46,17.625,0.0,-79.09851,46.307373,0.0,3.3691406,-9.625244,0.0,110.82,111.47,0.6500015,-5.78,0.0,-0.08,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2968793,0
985.585,0.25859421,-0.020799862,0.2589587,0.255821,91.83389,0.7518799,14.404555,-3.4965427,75.35367,22.160976,0.0,97.744385,0.0,0.0,455.25,216.75,2097.0,8.627451,-8.7890625,0.086120605,98.008514,13822.418,13688.688,1100.0834,499.89316,9.071366,17.01941,0.0,-5.46875,6.0,35.173035,6.7669163,17.624977,18.749975,1.236,0.0,-27.0625,0.058654785,0.0,0.0,0.0,0.0,0.0,0.99902344,1.0009766,55.395508,-2.3437505,67.77351,67.224174,0.0,97.99997,17.285156,1.0,99.766365,73.17471,471.0,649.875,-3.1249998,73.09375,0.0,70.1875,10.736983,42.99997,32.873535,1.0,111.26,17.59375,0.0,-79.01306,46.295166,0.0,3.3691406,-9.625244,0.0,110.65,111.34,0.6899948,-5.74,0.0,-0.16,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2968793,0
985.607,0.26687536,-0.027069945,0.2576829,0.25590578,91.83445,0.7518799,14.401548,-3.4906886,0.0,0.0,0.0,97.744385,0.0,0.0,455.25,216.75,2098.0,8.627451,-8.7734375,0.08618164,98.03339,13873.362,13586.799,1100.0834,499.89316,6.4432135,16.871046,0.0,-5.46875,6.0,33.59375,6.7669163,17.624977,18.749975,1.236,0.0,-27.21875,0.05895996,0.0,0.0,0.0,0.0,0.0,0.9980469,1.0009766,55.38788,-2.3437505,67.53335,67.1706,0.0,97.99997,17.285156,1.0,99.907326,73.18301,471.0,649.875,-3.1249998,72.5625,0.0,70.1875,10.736983,42.99997,32.91626,1.0,111.35,17.6875,0.0,-79.3396,46.28296,0.0,3.3691406,-9.625244,0.0,110.82,111.38,0.55999756,-5.87,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2968793,0
985.626,0.2735003,-0.029577978,0.25514653,0.2587459,91.834946,0.7518799,14.387724,-3.525603,0.0,0.0,0.0,97.744385,0.0,0.0,455.25,216.75,2097.0,8.627451,-8.78125,0.08648682,98.074844,13808.62,13484.91,1100.0834,499.89316,5.5530324,16.680292,0.0,-5.46875,6.0,32.969666,6.7669163,17.624977,18.749975,1.232,0.0,-27.359375,0.06060791,0.0,0.0,0.0,0.0,0.0,0.99902344,1.0009766,55.37567,-2.3437505,67.437996,68.12622,0.0,97.99997,17.480469,1.0,99.91562,73.18301,471.0,649.875,-3.1249998,71.59375,0.0,71.1875,10.736983,42.99997,32.873535,1.0,111.3,18.1875,0.0,-79.434204,46.30127,0.0,3.3691406,-9.625244,0.0,110.74,111.6,0.8600006,-5.57,0.0,-0.08,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2968793,0
985.646,0.27880022,-0.030581191,0.2546766,0.2587459,91.835396,0.7518799,14.395625,-3.5395017,0.0,0.0,0.0,97.744385,0.0,0.0,455.25,216.75,2096.0,8.627451,-8.765625,0.08648682,98.074844,13798.007,13479.604,1100.0834,499.89316,4.429709,16.722681,0.0,-5.46875,6.0,32.289124,6.7669163,17.624977,18.749975,1.232,0.0,-27.367188,0.060791016,0.0,0.0,0.0,0.0,0.0,1.0019531,1.0009766,55.348206,-2.3437505,67.36535,68.102936,0.0,97.99997,17.480469,1.0,99.907326,73.18301,471.0,649.875,-3.1249998,71.375,0.0,71.1875,10.736983,42.99997,32.873535,1.0,111.35,18.25,0.0,-79.37317,46.313477,0.0,3.3691406,-9.625244,0.0,110.69,111.47,0.7799988,-5.65,0.0,-0.4,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2968793,0
985.666,0.28304017,-0.030982478,0.25423396,0.2593393,91.8358,0.7518799,14.407016,-3.5500998,0.0,0.0,0.0,97.744385,0.0,0.0,455.25,216.75,2094.0,8.627451,-8.75,0.08648682,98.058266,13730.611,13451.478,1100.0834,499.89316,4.069398,16.743877,0.0,-5.46875,6.0,32.0282,6.7669163,17.624977,18.749975,1.232,0.0,-27.375,0.061035156,0.0,0.0,0.0,0.0,0.0,0.99902344,1.0009766,55.342102,-2.3437505,67.29785,68.262314,0.0,97.99997,17.480469,1.0,99.9405,73.18301,471.0,649.875,-3.1249998,70.96875,0.0,71.1875,10.736983,42.99997,32.904053,1.0,111.42,18.3125,0.0,-79.37317,46.343994,0.0,3.3691406,-9.625244,0.0,110.69,111.34,0.6499939,-5.78,0.0,0.08,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2968793,0
985.687,0.28643212,-0.031142991,0.25414684,0.25929695,91.83617,0.7518799,14.397411,-3.559945,0.0,0.0,0.0,97.744385,0.0,0.0,455.625,217.125,2096.0,8.627451,-8.7578125,0.08642578,97.97535,13632.968,13441.395,1100.0834,499.89316,5.2351108,16.680292,0.0,-5.46875,6.0,32.662964,6.7669163,17.624977,19.124975,1.204,0.0,-27.46875,0.06121826,0.0,0.0,0.0,0.0,0.0,0.99902344,1.0009766,55.348206,-2.3437505,67.281425,68.23025,0.0,97.99997,17.480469,1.0,99.97366,73.18301,471.0,649.875,-3.1249998,71.15625,0.0,71.1875,10.736983,42.99997,32.995605,1.0,111.26,18.375,0.0,-79.52576,46.313477,0.0,3.3691406,-9.625244,0.0,110.78,111.51,0.73000336,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2531292,0
985.708,0.28914568,-0.031207196,0.255675,0.25866112,91.83567,0.7518799,14.396547,-3.5622563,0.0,0.0,0.0,97.744385,0.0,0.0,455.625,216.75,2096.0,8.627451,-8.7421875,0.08642578,97.95876,13502.953,13563.449,1100.0834,499.89316,7.5029526,16.93463,0.0,-5.46875,6.0,33.92334,6.7669163,17.624977,18.749975,1.204,0.0,-27.515625,0.061035156,0.0,0.0,0.0,0.0,0.0,1.0039062,1.0009766,55.348206,-2.3437505,67.53767,68.06353,0.0,97.99997,17.480469,1.0,99.89074,73.17471,471.0,649.875,-3.1249998,71.5625,0.0,71.1875,10.736983,42.99997,33.05664,1.0,111.3,18.3125,0.0,-79.36096,46.307373,0.0,3.3691406,-9.625244,0.0,110.65,111.38,0.7299957,-5.7,0.0,-0.24,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2531292,0
985.726,0.31131655,-0.031232879,0.25693527,0.25929695,91.83522,0.7518799,14.384224,-3.5250163,0.0,0.0,0.0,97.744385,0.0,0.0,455.625,216.75,2093.0,8.627451,-8.7578125,0.086364746,97.93388,13455.723,13597.412,1100.0834,499.89316,9.876768,16.998215,0.0,-5.46875,6.0,35.377502,6.7669163,17.624977,18.749975,1.212,0.0,-27.484375,0.061645508,0.0,0.0,0.0,0.0,0.0,1.0048828,1.0009766,55.381775,-2.3437505,67.79135,68.207504,0.0,97.99997,17.480469,1.0,99.907326,73.17471,471.0,649.875,-2.9687498,72.09375,0.0,71.1875,10.736983,42.99997,33.068848,1.0,111.32,18.5,0.0,-79.31824,46.3562,0.0,3.3691406,-9.625244,0.0,110.78,111.16,0.38000488,-6.05,0.0,-0.4,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2531292,0
985.746,0.32905322,-0.012493151,0.25811172,0.25883067,91.834816,0.7518799,14.3990345,-3.488154,0.0,0.0,0.0,97.744385,0.0,0.0,455.625,216.75,2094.0,8.627451,-8.7421875,0.086364746,97.95047,13395.227,13688.688,1100.0834,499.89316,11.021286,17.188967,0.0,-5.3125,6.0,35.98938,6.7669163,17.624977,18.749975,1.212,0.0,-27.507812,0.061340332,0.0,0.0,0.0,0.0,0.0,1.0039062,1.0009766,55.381775,-2.3437505,68.01324,68.14292,0.0,97.99997,17.480469,1.0,99.94879,73.17471,471.0,649.875,-2.8437498,72.75,0.0,71.21875,10.736983,42.99997,33.294678,1.0,111.13,18.40625,0.0,-79.46472,46.33789,0.0,3.3691406,-9.625244,0.0,110.69,111.43,0.73999786,-5.69,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2531292,0
985.766,0.32324257,-0.0049972604,0.25941575,0.25857633,91.83445,0.7518799,14.409402,-3.4559102,74.910324,22.009571,0.0,97.744385,0.0,0.0,455.625,216.75,2095.0,8.627451,-8.7265625,0.08642578,97.983635,13570.879,13680.197,1100.0834,499.89316,10.385443,17.146578,0.0,-5.1875,6.0,35.8078,6.7669163,17.624977,18.749975,1.212,0.0,-27.554688,0.061340332,0.0,0.0,0.0,0.0,0.0,1.0058594,1.0009766,55.415344,-2.3437505,68.25918,68.11824,0.0,97.99997,17.480469,1.0,99.97366,73.17471,471.0,649.875,-2.7437499,73.28125,0.0,71.1875,10.736983,42.99997,33.306885,1.0,111.22,18.40625,0.0,-79.44641,46.325684,0.0,3.3691406,-9.625244,0.0,110.52,111.34,0.8199997,-5.6,0.0,0.16,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2531292,0
985.785,0.33859408,-0.0019989042,0.26001415,0.25878823,91.83412,0.7518799,14.404941,-3.4201822,75.014786,22.050789,0.0,97.744385,0.0,0.0,454.875,216.75,2094.0,8.627451,-8.75,0.08581543,97.99193,13641.458,13712.038,1100.0834,499.89316,9.283314,17.231358,0.0,-5.0875006,6.0,35.183716,6.7669163,17.624977,18.749975,1.26,0.0,-27.578125,0.061462402,0.0,0.0,0.0,0.0,0.0,1.0048828,1.0009766,55.407715,-2.3437505,68.38803,68.15839,0.0,97.99997,17.480469,1.0,99.99853,73.17471,471.0,649.875,-2.66375,73.5625,0.0,71.28125,10.736983,42.99997,33.343506,1.0,111.24,18.4375,0.0,-79.559326,46.33789,0.0,3.3691406,-9.625244,0.0,110.74,111.08,0.34000397,-6.09,0.0,-0.4,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2531292,0
985.808,0.35087526,-7.995617E-4,0.26041815,0.25878823,91.834656,0.7518799,14.401817,-3.401566,75.08181,22.059958,0.0,97.744385,0.0,0.0,454.875,216.75,2094.0,8.627451,-8.734375,0.085876465,98.03339,13704.608,13766.697,1100.0834,499.89316,9.452872,17.29494,0.0,-5.0075006,6.0,35.388184,6.7669163,17.624977,18.749975,1.26,0.0,-27.601562,0.061462402,0.0,0.0,0.0,0.0,0.0,1.0039062,1.0009766,55.415344,-2.3437505,68.46423,68.15839,0.0,97.99997,17.480469,1.0,100.023415,73.18301,471.0,649.875,-2.59975,73.71875,0.0,71.28125,10.736983,42.99997,33.374023,1.0,111.12,18.4375,0.0,-79.57764,46.343994,0.0,3.3691406,-9.625244,0.0,110.69,111.38,0.6899948,-5.73,0.0,0.4,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2093792,0
985.826,0.3607002,-3.1982467E-4,0.25953683,0.25878823,91.83514,0.7518799,14.393772,-3.3905807,74.89476,22.005,0.0,97.744385,0.0,0.0,454.875,216.75,2094.0,8.627451,-8.71875,0.085876465,98.06656,13766.697,13701.955,1100.0834,499.89316,8.605081,17.210161,0.0,-4.9435005,6.0,34.93347,6.7669163,17.249977,18.749975,1.26,0.0,-27.640625,0.06121826,0.0,0.0,0.0,0.0,0.0,1.0068359,1.0009766,55.421448,-2.3437505,68.537865,68.13493,0.0,97.99997,17.480469,1.0,100.13121,73.18301,471.0,649.875,-2.5485501,73.84375,0.0,71.28125,10.736983,42.99997,33.520508,1.0,111.35,18.375,0.0,-79.8645,46.343994,0.0,3.3691406,-9.625244,0.0,110.57,111.34,0.76999664,-5.65,0.0,0.08,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2093792,0
985.846,0.34856015,-1.2792987E-4,0.25982004,0.2587459,91.83556,0.7518799,14.399859,-3.3799603,75.25358,22.110426,0.0,97.744385,0.0,0.0,454.875,216.75,2095.0,8.627451,-8.75,0.085876465,98.074844,13795.884,13695.587,1100.0834,499.89316,7.566537,17.252552,0.0,-4.8923006,6.0,34.298706,6.7669163,17.249977,18.749975,1.256,0.0,-27.65625,0.061340332,0.0,0.0,0.0,0.0,0.0,1.0039062,1.0009766,55.407715,-2.3437505,68.60727,68.431694,0.0,97.99997,17.480469,1.0,100.08975,73.18301,471.0,649.875,-2.50759,73.5,0.0,71.28125,10.736983,42.99997,33.47168,1.0,111.22,18.40625,0.0,-79.763794,46.331787,0.0,3.3691406,-9.625244,0.0,110.6,111.13,0.5299988,-5.89,0.0,0.08,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2093792,0
985.866,0.33884814,-5.117195E-5,0.2602202,0.25878823,91.83595,0.7518799,14.40998,-3.369948,75.014786,22.050789,0.0,97.744385,0.0,0.0,454.875,216.75,2094.0,8.627451,-8.734375,0.0859375,98.09143,13795.884,13676.482,1100.0834,499.89316,7.354589,17.210161,0.0,-4.8513403,6.0,34.161377,6.7669163,17.249977,18.749975,1.256,0.0,-27.671875,0.06121826,0.0,0.0,0.0,0.0,0.0,1.0019531,1.0009766,55.421448,-2.3437505,68.68273,68.41639,0.0,97.99997,17.480469,1.0,100.19754,73.18301,471.0,649.875,-2.474822,73.65625,0.0,71.28125,10.736983,42.99997,33.64258,1.0,111.11,18.375,0.0,-79.992676,46.343994,0.0,3.3691406,-9.625244,0.0,110.74,111.38,0.6399994,-5.78,0.0,0.32,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2093792,0
