Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),WG modifier (%),Active (),Slowest Wheel (km/h),Fastest Wheel (km/h),Wheel Slip (km/h),P (),I (),D (),PID (),WG pull (%),Ignition pull (km/h),Slip ramp (km/h),Slip target (km/h),RPM Limit Off (rpm),RPM Limit Soft (rpm),RPM Limit Medium (rpm),RPM Limit Hard (rpm),Cut type (rpm),Cut pattern (rpm),Cut position (rpm),Wheel Angle (),SimosTools [R1.00:2023_3_6:SL 29.33 HSL CBRICK SWG is38 - moar timing 3.bin]
2110.102,-0.0023234312,0.23169866,0.4047408,0.44212306,94.32703,-10.526308,14.564139,-1.1065265,141.72723,55.36251,0,96.99251,2,0,452.25,212.625,2796,21.176472,-8.6796875,0.12072754,107.7762,15785.904,16026.83,1100.0834,499.89316,19.647562,33.297,0,-0.34153104,4,45.140076,-5.779124,15.37498,14.624981,1.936,0,-29.023438,0.33007812,0,0,0,0,0,1.0234375,0.9980469,56.68335,1.3433956,88.47493,93.367035,0,101.999985,31.25,1,100.695045,93.72168,484.5,649.875,-1.4290699,126.34375,0,141.71875,25.208569,37.999966,43.103027,1,86.83,99.03125,0,-27.999878,39.45923,7.298279,0.7055664,-12.976074,0,86.07,86.81,0.73999786,-5.32,0,-0.24,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.122,-0.001858745,0.26142946,0.42561692,0.46747208,94.32703,-10.526308,14.571851,-0.8490046,149.23384,58.546066,0,96.99251,2,0,450.375,212.25,2791,21.176472,-9.4375,0.12896729,108.92875,16046.465,16246.528,1100.0834,499.89316,21.72465,35.43767,0,-0.085674286,4,46.56067,-5.8027153,14.999981,14.249982,2.108,0,-28.335938,0.350708,0,0,0,0,0,1.0244141,0.9980469,56.773376,1.4091269,90.70724,96.42066,0,101.999985,33.30078,1,100.13121,96.77304,485.625,649.875,-1.299506,135.53125,0,152.34375,29.409998,37.999966,42.645264,1,86.81,105.21875,0,-9.21936,40.631104,27.73285,0.6640625,-12.976074,0,86.14,87.06,0.91999817,-5.14,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.146,-0.0014869961,0.2920718,0.42680252,0.4946437,94.32703,-10.526308,14.571389,-0.52514815,156.349,61.227734,0,96.99251,2,0,450.375,211.875,2791,21.176472,-9.75,0.1428833,110.446144,16214.157,16466.227,1100.0834,499.89316,23.18709,35.86157,0,0.10962093,4,47.650146,-5.8239474,14.999981,13.874982,2.108,0,-28.210938,0.36676025,0,0,0,0,0,1.0283203,0.9980469,56.829834,1.4551388,91.291245,100.07087,0,101.999985,35.44922,1,100.023415,100.42141,485.625,649.875,-1.1958548,137.40625,0,163.5,32.21095,37.999966,42.907715,1,87.02,110.03125,0,-2.5146484,41.91284,36.079407,0.7910156,-12.976074,0,86.12,87.09,0.9699936,-5.09,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.163,-0.0011895968,0.34182873,0.43654004,0.52151877,94.32703,-10.526308,14.565207,-0.44042215,163.20248,63.91162,0,96.99251,2,0,450.375,211.875,2793,21.176472,-10.3515625,0.15789795,111.971825,16562.809,16685.924,1100.0834,499.89316,22.65722,36.921307,0,0.25928402,4,47.660828,-5.843056,14.999981,13.874982,2.108,0,-27.890625,0.38226318,0,0,0,0,0,1.0322266,0.9980469,56.895447,1.4873471,92.16306,103.73373,0,101.999985,37.304688,1,100.22241,103.68007,485.625,649.875,-1.1129338,141.1875,0,173.09375,34.07825,37.999966,43.774414,1,87.09,114.6875,0,-0.390625,43.02368,39.58893,1.2719727,-12.976074,0,86.26,87.11,0.8499985,-5.21,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.183,-9.516775E-4,0.3992315,0.44243857,0.53699094,94.32703,-10.526308,14.566738,-0.31394133,175.67516,68.84534,0,96.99251,2,0,448.5,211.875,2791,21.176472,-11.578125,0.17468262,113.356544,16671.596,16905.623,1100.0834,499.89316,24.64953,37.49357,0,0.37441337,4,49.023438,-5.8602543,14.624981,13.874982,2.272,0,-27.773438,0.38549805,0,0,0,0,0,1.0371094,0.9980469,56.962585,1.509893,92.88423,106.15076,0,101.999985,38.476562,1,100.27216,105.60376,486.75,649.875,-0.890347,142.78125,0,179.125,36.879204,37.999966,44.23828,1,87.08,115.65625,0,1.2268066,43.737793,42.17682,1.2890625,-12.976074,0,86.18,87.17,0.98999786,-5.07,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.202,-0.02076134,0.4596926,0.45054677,0.55716836,94.32703,-10.526308,14.556091,-0.20931634,187.13184,73.282585,0,96.99251,2,0,448.5,211.5,2790,21.176472,-12.90625,0.20343018,116.54058,16802.143,17125.32,1100.0834,499.89316,24.543556,37.59954,0,0.61954594,4,49.11499,-5.8757324,14.624981,13.499983,2.272,0,-27.5625,0.3812256,0,0,0,0,0,1.0390625,0.9980469,57.043457,1.525675,93.57284,109.32247,0,101.999985,39.941406,1,100.3302,108.97021,486.75,649.875,-0.7122776,146.625,0,186.71875,40.14698,37.999966,44.04297,1,87.18,114.375,0,5.8044434,44.952393,48.023987,1.5991211,-12.976074,0,86.29,87.74,1.449997,-4.61,0,0.72,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.222,-0.016609073,0.5026271,0.4584806,0.58425534,94.32703,-10.526308,14.566216,-0.10941541,197.87119,77.46045,0,96.99251,2,0,447.375,211.5,2787,21.176472,-13.5390625,0.23901367,120.30504,16936.932,17345.02,1100.0834,499.89316,28.0195,38.532112,0,0.81339747,4,51.419067,-5.8896627,14.624981,13.499983,2.336,0,-27.140625,0.3782959,0,0,0,0,0,1.0380859,0.9980469,57.10144,1.5367225,94.542915,113.39927,0,101.999985,41.89453,1,100.3385,113.73797,486.75,649.875,-0.5698221,149.84375,0,196.90625,47.14936,37.999966,44.610596,1,87.53,113.5,0,18.103027,46.691895,62.15973,1.7333984,-12.976074,0,86.39,87.32,0.9300003,-5.13,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.245,-0.013287258,0.55730087,0.46551108,0.6149029,94.32703,-10.526308,14.561585,0.031320527,203.25757,79.48349,0,96.99251,2,0,447.375,211.125,2787,21.176472,-14.2109375,0.27191162,124.27679,17326.977,17564.717,1100.0834,499.89316,26.917372,38.765255,0,0.96690047,4,51.135254,-5.9022,14.249982,13.124983,2.336,0,-26.40625,0.37091064,0,0,0,0,0,1.0361328,0.9980469,57.196045,1.5444558,95.41521,118.01195,0,101.999985,44.433594,1,100.76967,118.3316,486.75,649.875,-0.45585766,152.53125,0,210.21875,53.21809,37.999966,45.69702,1,87.32,111.28125,0,34.780884,48.31543,80.625916,2.133789,-12.976074,0,86.41,87.45,1.0399933,-5.02,0,0.48,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.264,-0.010629807,0.61667037,0.46875915,0.6489841,94.32703,-10.526308,14.558344,0.15786998,212.81102,83.21935,0,96.99251,2,0,446.625,211.125,2787,21.176472,-15.03125,0.30023193,128.60507,17599.742,17784.416,1100.0834,499.89316,26.64184,39.23154,0,1.0885981,4,51.03302,-5.913484,14.249982,13.124983,2.4,0,-25.671875,0.35632324,0,0,0,0,0,1.0332031,0.9980469,57.196045,1.5498691,95.89343,123.862686,0,101.999985,46.875,1,100.927216,124.177284,487.125,649.875,-0.36468613,153.53125,0,223,60.687298,37.999966,46.1792,1,87.43,106.90625,0,56.521606,50.378418,99.998474,2.331543,-12.976074,0,86.56,87.51,0.9500046,-5.11,0,-0.24,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.283,-0.028503846,0.6404182,0.4757181,0.68276876,94.32703,-10.526308,14.567794,0.22724953,222.118,86.858826,0,96.99251,2,0,446.625,211.125,2788,21.176472,-15.015625,0.3262329,132.62657,17921.33,18004.113,1100.0834,499.89316,25.857632,39.59185,0,1.1851829,4,50.613403,-5.9236393,14.249982,13.124983,2.4,0,-24.851562,0.3439331,0,0,0,0,0,1.03125,0.9980469,57.28607,1.5536584,96.68593,128.89427,0,101.999985,48.92578,1,101.47447,129.20209,487.125,649.875,-0.2917489,156.46875,0,233.71875,70.95745,37.999966,47.418213,1,87.54,103.1875,0,70.88318,52.130127,99.998474,2.4829102,-12.976074,0,86.45,87.83,1.3800049,-4.68,0,0.8,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.303,-0.04280308,0.6686673,0.48167592,0.7117631,94.32703,-10.526308,14.550971,0.34222242,222.19313,86.91938,0,96.99251,2,0,446.25,210.75,2790,21.176472,-15.3359375,0.3486328,136.3247,18139.436,18094.86,1100.0834,499.89316,25.66688,40.100525,0,1.2619095,4,50.498962,-5.9327793,13.874982,12.749984,2.444,0,-24.289062,0.32641602,0,0,0,0,0,1.0253906,0.9980469,57.30133,1.5563109,97.35759,133.34427,0,101.999985,50.976562,1,102.030014,133.60501,487.5,649.875,-0.23339914,158.75,0,244.4375,74.225235,37.999966,48.59619,1,87.7,97.9375,0,70.62073,53.637695,99.998474,2.7563477,-12.976074,0,86.65,87.62,0.9700012,-5.09,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.323,-0.054242462,0.69871694,0.4906053,0.7408,94.32703,-10.526308,14.556773,0.43966505,226.7413,88.76221,0,96.99251,2,0,446.25,210.75,2788,21.176472,-14.9296875,0.36535645,139.69945,18377.176,18161.725,1100.0834,499.89316,23.441427,40.545616,0,1.3229117,4,49.30725,-5.941005,13.874982,12.749984,2.444,0,-23.648438,0.31402588,0,0,0,0,0,1.0175781,0.9980469,57.3349,1.5581676,98.28004,137.27977,0,101.999985,53.027344,1,102.701645,137.57675,487.5,649.875,-0.18671931,160.3125,0,255.1875,76.09254,37.999966,50.012207,1,87.63,94.21875,0,70.477295,55.08423,99.998474,2.8759766,-12.976074,0,86.58,87.84,1.2599945,-4.8,0,0.56,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.344,-0.04339397,0.7294868,0.49484137,0.77161705,94.32703,-10.526308,14.560835,0.5734909,231.05496,90.38603,0,96.99251,2,0,446.25,210.75,2790,21.176472,-14.6953125,0.38342285,143.2566,18464.738,18199.932,1100.0834,499.89316,22.975142,40.73637,0,1.3714483,4,49.057007,-5.9484086,13.874982,12.749984,2.48,0,-22.5,0.29693604,0,0,0,0,0,1.0097656,0.99902344,57.411194,1.5594673,98.60265,142.02022,0,101.999985,55.17578,1,103.1494,142.29477,488.25,649.875,-0.14937545,163.71875,0,266.4375,76.55936,37.999966,50.860596,1,87.77,89.09375,0,70.50171,56.70166,99.998474,3.1030273,-12.976074,0,86.69,87.8,1.1100006,-4.95,0,-0.32,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.363,-0.034715176,0.7605448,0.50210744,0.80184084,94.32703,-10.526308,14.557818,0.62029517,235.39397,92.14946,0,96.99251,2,0,446.25,210.375,2790,21.176472,-14.171875,0.3991089,146.45723,18493.395,18297.045,1100.0834,499.89316,23.75935,41.4146,0,1.4100919,4,49.47815,-5.9550714,13.499983,12.374984,2.48,0,-21.796875,0.2824707,0,0,0,0,0,1.0039062,0.99902344,57.44934,1.5603771,99.43989,146.0207,0,101.999985,57.226562,1,103.87908,146.29138,488.25,649.875,-0.11950036,166.3125,0,277.125,77.49301,37.999966,52.264404,1,87.79,84.75,0,70.67261,58.10547,99.998474,3.3105469,-12.976074,0,86.84,88.25,1.4100037,-4.65,0,0.4,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.383,-0.027772142,0.77296793,0.51216274,0.83058107,94.32703,-10.526308,14.561566,0.74175864,239.57399,93.785805,0,96.99251,2,0,446.25,210.375,2791,21.176472,-13.65625,0.41308594,149.40079,18555.482,18353.826,1100.0834,499.89316,23.250675,41.817303,0,1.4408767,4,49.194336,-5.961068,13.499983,12.374984,2.528,0,-20.71875,0.26239014,0,0,0,0,0,1,0.99902344,57.492065,1.5610139,100.687874,149.98459,0,101.999985,59.277344,1,105.04822,150.04755,489,649.875,-0.09560029,170.15625,0,287.84375,78.893486,37.999966,54.39453,1,88.07,78.71875,0,70.77942,59.41162,99.998474,3.4179688,-12.976074,0,87.01,87.99,0.9799957,-5.08,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.402,-0.042217713,0.8154372,0.5201926,0.8592364,94.32703,-10.526308,14.546612,0.9228127,239.7851,93.90209,0,96.99251,2,0,446.25,210.375,2794,21.176472,-12.9609375,0.4258423,152.65945,18583.078,18465.799,1100.0834,499.89316,24.183245,42.643898,0,1.4654137,4,49.6933,-5.966465,13.124983,12.374984,2.528,0,-19.367188,0.24121094,0,0,0,0,0,0.9970703,0.99902344,57.55768,1.5614598,101.885574,154.59807,0,101.999985,61.42578,1,106.13444,154.84848,489,649.875,-0.07648023,173.375,0,299.03125,78.893486,37.999966,56.25,1,87.92,72.375,0,71.15173,60.08911,99.998474,3.4228516,-12.976074,0,86.96,88.07,1.1100006,-4.95,0,0.4,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.422,-0.03377417,0.8324249,0.53395015,0.8909861,94.32703,-10.526308,14.547862,1.0965714,247.7149,97.11175,0,96.99251,2,0,446.25,210.375,2795,21.176472,-12.8515625,0.44018555,156.26637,18645.166,18532.664,1100.0834,499.89316,24.967451,43.13138,0,1.4849795,4,50.102234,-5.971322,13.124983,12.374984,2.528,0,-17.929688,0.22052002,0,0,0,0,0,0.9970703,0.99902344,57.629395,1.5617719,103.83112,159.02379,0,101.999985,64.0625,1,107.65182,159.27628,489,649.875,-0.061184186,178.375,0,312.5625,78.893486,37.999966,58.90503,1,88.04,66.15625,0,71.43555,60.736084,99.998474,3.4228516,-12.976074,0,87.08,88.15,1.0699997,-4.99,0,-0.4,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.447,-0.027019337,0.83922,0.54537433,0.9569019,94.32703,-10.526308,14.554597,1.3788259,247.79846,97.179276,0,96.99251,2,0,446.25,210.375,2797,21.176472,-12.453125,0.46673584,162.88318,18673.822,18653.127,1100.0834,499.89316,27.17171,44.10634,0,1.5005877,4,51.283264,-5.9756937,12.749984,12.374984,2.568,0,-14.6953125,0.14990234,0,0,0,0,0,0.9970703,0.99902344,57.76825,1.5619903,104.83686,169.28383,0,101.999985,67.48047,1,108.738045,169.5083,489.75,649.875,-0.04894735,182.625,0,330.21875,78.893486,37.999966,60.864258,1,88.13,44.96875,0,71.91467,62.243652,99.998474,3.4228516,-12.976074,0,87.2,88.33,1.1300049,-4.93,0,0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.464,-0.02161547,0.841938,0.56186897,1.031762,94.32703,-10.526308,14.5534525,1.5247353,247.84619,97.26755,0,96.99251,2,0,446.25,210.75,2805,21.176472,-12.0390625,0.5083008,172.95766,18760.322,18816.572,1100.0834,499.89316,28.930876,45.39922,0,1.5130429,4,52.22473,-5.979628,12.749984,12.749984,2.568,0,-11.7578125,0.03967285,0,0,0,0,0,0.99902344,0.99902344,57.84912,1.5621432,106.71433,181.40677,0,101.999985,70.80078,0,110.363235,181.60596,489.75,649.875,-0.03915788,186.21875,0,347.34375,78.893486,37.999966,63.671875,1,88.27,11.90625,0,71.48743,63.8916,99.998474,3.4228516,-12.976074,0,87.17,88.27,1.0999985,-4.96,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.485,-0.017292377,0.8617753,0.57506984,1.2224725,94.32703,-10.526308,14.546792,1.7971133,247.86172,97.551865,0,96.99251,2,0,445.5,210.75,2820,21.176472,-11.3984375,0.58795166,196.98717,18807.55,18945.527,1100.0834,499.89316,31.071548,46.41657,0,1.5229853,4,53.382874,-5.983169,12.374984,12.749984,2.676,0,-9.1953125,0,0,0,0,0,0,1.0048828,0.99902344,57.954407,1.5622503,108.26785,212.93315,0,101.999985,74.609375,0,111.83916,213.08145,490.875,649.875,-0.031326305,191.125,0,367.21875,78.893486,37.999966,64.79492,1,88.28,0,0,71.35925,70.50171,99.998474,3.4228516,-12.976074,0,87.4,88.38,0.9799957,-5.08,0,-0.4,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.503,-0.013833902,0.86971015,0.57925296,1.3827897,94.32703,-10.526308,14.5421295,2.0224934,251.62091,99.56096,0,96.99251,2,0,445.5,210.75,2819,21.176472,-9.2578125,0.6446533,214.88905,18963.57,19002.84,1100.0834,499.89316,30.647654,46.98883,0,1.530924,4,53.155518,-5.986356,11.999985,12.749984,2.676,0,-6.1171875,0,0,0,0,0,0,1.0097656,0.99902344,58.111572,1.7967001,108.717125,239.28229,0,101.999985,77.63672,0,112.58541,222.79109,490.875,649.875,-0.025061045,195.625,0,383.125,78.893486,37.999966,67.24243,1,88.34,0,0,71.154785,72.88208,99.998474,3.4228516,-12.976074,0,87.47,88.46,0.98999786,-5.07,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.522,-0.011067121,0.8728841,0.5922655,1.4647288,94.32703,-10.526308,14.533006,2.0876725,251.68045,99.5492,0,96.99251,2,0,444.75,210.75,2821,21.176472,-6.90625,0.65356445,218.30525,19285.156,19130.73,1100.0834,499.89316,29.015656,48.090958,0,1.7716391,4,52.259827,-5.989224,11.624985,12.749984,2.816,0,-3.2109375,0,0,0,0,0,0,1.0126953,0.99902344,58.23517,1.9608151,110.460976,252.98648,0,101.999985,80.27344,0,114.26035,222.79109,492.75,649.875,-0.020048836,200.5625,0,397.65625,78.893486,37.999966,69.75708,1,88.46,0,0,71.0083,72.82715,99.998474,3.4228516,-12.976074,0,87.51,88.94,1.4300003,-4.63,0,0.16,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.545,-0.008853697,0.8929037,0.60459,1.5515003,94.32703,-10.526308,14.532479,2.340665,251.75204,99.64817,0,96.99251,2,0,444.75,210.75,2816,21.176472,-5.7578125,0.65753174,219.84752,19481.506,19273.482,1100.0834,499.89316,28.46459,49.277866,0,1.9407662,4,51.953125,-5.991805,11.249986,12.749984,2.816,0,-1.734375,0,0,0,0,0,0,1.015625,0.99902344,58.3313,2.0756955,112.29446,266.99124,0,101.999985,82.61719,0,116.00991,222.76622,492.75,649.875,-0.01603907,205.875,0,415.90625,78.42666,37.999966,72.16797,1,88.81,0,0,71.02966,72.961426,99.998474,3.4228516,-12.976074,0,87.61,88.69,1.0800018,-4.98,0,-0.48,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.563,-0.007082958,0.9196615,0.6168774,1.623181,94.32703,-10.526308,14.543829,2.6066608,255.95245,101.13121,0,96.99251,2,0,444.375,210.375,2816,21.176472,-5.5703125,0.65911865,220.84253,19409.334,19405.62,1100.0834,499.89316,31.495443,50.3588,0,2.0596564,4,53.564453,-5.994128,10.874986,12.374984,2.88,0,-1.015625,0,0,0,0,0,0,1.0136719,0.99902344,58.43048,2.1561117,114.22509,278.65646,0,101.999985,85.44922,0,117.875565,222.74135,493.5,649.875,-0.012831256,209.96875,0,437.9375,78.42666,37.999966,74.72534,1,88.66,0,0,70.98389,72.95532,99.998474,3.4228516,-12.976074,0,87.8,88.8,1,-5.06,0,-0.32,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.583,-0.0056663663,0.96786463,0.6332229,1.661374,94.32703,-10.526308,14.540055,2.8867514,259.62708,102.583115,0,96.99251,2,0,444.375,209.625,2818,21.176472,-5.421875,0.6602173,221.42296,19257.031,19469.83,1100.0834,499.89316,36.09471,50.84628,0,2.1432805,4,56.01654,-5.996219,10.499987,11.624985,2.88,0,-0.890625,0,0,0,0,0,0,1.0126953,0.99902344,58.573914,2.2124033,117.00788,285.5488,0,101.999985,87.79297,0,120.13921,222.72476,493.5,649.875,-0.010265005,214.8125,0,456.1875,78.42666,37.999966,77.67334,1,88.76,0,0,70.703125,72.90039,99.998474,3.4228516,-12.976074,0,87.77,88.85,1.0800018,-4.98,0,-0.88,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.602,-0.024533093,1.0058959,0.6457246,1.7012203,94.32703,-10.526308,14.531554,3.2904706,267.0874,105.60577,0,96.99251,2,0,443.25,209.25,2822,21.176472,-5.8359375,0.6611328,221.97021,19263.398,19612.05,1100.0834,499.89316,38.913616,51.9908,0,2.2021382,4,57.51648,-5.9981008,10.124987,11.249986,3.012,0,-0.5,0,0,0,0,0,0,1.0126953,0.99902344,58.66394,2.2518072,119.268135,290,0,101.999985,90.52734,0,122.237015,222.74963,494.625,649.875,-0.008212004,218.875,0,475,78.42666,37.999966,80.07202,1,88.86,0,0,70.36438,72.79053,99.998474,3.4228516,-12.976074,0,87.77,89.24,1.4700012,-4.59,0,0.32,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.623,-0.03962647,1.0398583,0.6564423,1.7141914,94.32703,-10.526308,14.531463,3.6183813,270.7348,107.19989,0,96.99251,2,0,443.25,209.25,2827,21.176472,-5.96875,0.66186523,222.675,19380.146,19698.55,1100.0834,499.89316,41.160263,53.177704,0,2.2435951,4,58.70819,-5.9997945,10.124987,11.249986,3.012,0,-0.3984375,0,0,0,0,0,0,1.0136719,0.99902344,58.850098,2.2793899,121.012,290,0,101.999985,92.67578,0,124.177284,222.7994,494.625,649.875,-0.006569603,222.375,0,480.59375,78.42666,37.999966,82.18994,1,89.1,0,0,70.58411,72.65625,99.998474,3.4228516,-12.976074,0,87.92,89.13,1.2099991,-4.85,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.645,-0.051701177,1.0721934,0.67940235,1.729494,94.32703,-10.526308,14.537258,3.8713763,274.42807,108.8548,0,96.99251,2,0,441.75,208.5,2832,21.176472,-6.2734375,0.664917,224.15094,19547.84,19923.555,1100.0834,499.89316,43.110184,55.127625,0,2.2728202,4,59.74121,-6.001319,10.124987,10.499987,3.136,0,-0.4921875,0,0,0,0,0,0,1.0107422,0.99902344,58.998108,2.298698,123.24277,290,0,101.999985,94.72656,0,126.34143,222.87401,495.375,649.875,-0.0052556824,225.40625,0,486.125,78.893486,37.999966,84.81445,1,89.11,0,0,70.41931,72.54028,99.998474,3.4277344,-12.976074,0,88.04,89.33,1.2900009,-4.77,0,0.16,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.663,-0.06136094,1.0851274,0.68873936,1.7450086,94.32703,-10.526308,14.541315,4.195009,277.88495,110.42096,0,96.99251,2,0,441.75,208.5,2834,21.176472,-6.2109375,0.6664429,224.90549,19577.557,20000.502,1100.0834,499.89316,46.734493,56.39931,0,2.2934422,4,61.65924,-6.002691,10.499987,10.499987,3.136,0,-0.4375,0,0,0,0,0,0,1.0117188,0.99902344,59.231567,2.3122134,124.32994,290,0,101.999985,97.07031,0,127.65152,222.95692,495.375,649.875,-0.004204546,231.71875,0,492.34375,78.893486,37.999966,86.26709,1,89.28,0,0,69.80591,72.50366,99.998474,3.4277344,-12.976074,0,88.07,89.29,1.2200012,-4.84,0,-0.48,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.686,-0.06908876,1.109051,0.7123363,1.7614982,94.32703,-10.526308,14.532436,4.352733,277.99738,110.54365,2,96.99251,2,0,440.25,208.875,2842,21.176472,-6.2109375,0.6709595,226.89551,19818.482,20000.502,1100.0834,499.89316,46.077454,59.00627,0,2.308009,4,61.30829,-6.0039253,10.499987,10.874986,3.28,0,-0.421875,0,0,0,0,0,0,1.0087891,0.99902344,59.42688,2.3216743,126.71929,290,0,101.999985,99.41406,0,130.00638,223.0813,496.5,649.875,-0.003363637,241.15625,0,498.375,78.893486,37.999966,89.01367,1,89.3,0,0,69.384766,72.30835,99.998474,3.4277344,-12.976074,0,88.19,89.6,1.409996,-4.65,0,-0.08,0,0,0,0,6.06,0,0,0,0,0,0,0,0.45937586,0
2110.703,-0.055271007,1.1373705,0.7376771,1.7640415,94.32703,-10.526308,14.514503,4.699373,281.37653,112.20318,2,96.99251,2,0,440.25,208.125,2852,21.176472,-6.1328125,0.6750488,228.5124,20254.164,20000.502,1100.0834,499.89316,43.555275,61.464863,0,2.3183107,4,59.92279,-6.0050364,11.249986,10.124987,3.28,0,-0.40625,0,0,0,0,0,0,1.0078125,0.99902344,59.799194,2.3282971,129.08139,290,0,101.999985,99.90234,0,132.2949,223.26372,496.5,649.875,-0.0026909097,251.5,0,499.59375,78.893486,37.999966,91.693115,1,89.56,0,0,69.17114,72.076416,99.998474,3.4277344,-12.976074,0,88.34,89.6,1.2600021,-4.81,0,-0.32,0,0,0,0,6.07,0,0,0,0,0,0,0,0.45937586,0
2110.722,-0.06421681,1.1674483,0.7668879,1.7651861,94.326195,-10.526308,14.501948,5.0421796,284.87683,113.9987,2,96.99251,2,0,454.875,207.375,2860,21.176472,-5.84375,0.68096924,230.99164,20283.352,20000.502,1100.0834,499.89316,44.86935,63.3512,0,2.3256063,4,60.62622,-6.0060363,11.624985,9.374988,2.516,0,-0.3359375,0,0,0,0,0,0,1.0058594,0.99902344,59.965515,2.332933,131.5475,288.82883,0,101.999985,99.90234,0,134.73268,223.4959,498.375,649.875,-0.0021527277,263.09375,0,499.5,78.893486,37.999966,94.592285,1,89.61,0,0,68.70117,71.91162,99.998474,3.4277344,-12.976074,0,88.61,89.78,1.1699982,-4.9,0,-0.24,0,0,0,0,6.07,0,0,0,0,0,0,0,0.45937586,0
2110.746,-0.05137345,1.1982293,0.785889,1.7786236,94.32544,-10.526308,14.504879,5.400065,288.1871,115.64685,2,96.99251,2,0,454.875,206.625,2863,21.176472,-5.4921875,0.6835327,232.58365,20084.879,20000.502,1100.0834,499.89316,48.81158,65.13156,0,2.3307803,4,62.738037,-6.0069366,11.624985,8.624989,2.516,0,0.0390625,0,0,0,0,0,0,0.99902344,0.99902344,60.203552,2.336178,134.14711,290,0,101.999985,99.90234,0,137.24509,223.73636,498.375,649.875,-0.0017221821,271.96875,0,499.5,78.893486,37.999966,97.11914,1,89.76,0,0,68.38989,71.88721,99.998474,3.4277344,-12.976074,0,88.49,89.94,1.4500046,-4.62,0,-0.8,0,0,0,0,6.07,0,0,0,0,0,0,0,0.50312597,0
