Time,Accel. Lat (m/s2),Accel. Long (m/s2),Airmass (g/stk),Airmass SP (g/stk),Ambient Press (kpa),Ambient Temp (°C),Battery Volts (V),Boost (psi),Calc TQ (nm),Calc HP (hp),Comb Mode (),Coolant Temp (°C),Cruise (),DV Position (%),EOI Actual (°),EOI Limit (°),Engine Speed (rpm),Eth Content (%),Exh Cam Position (°),Exh Flow Factor (),Exh Pres Desired (kpa),FP DI (kpa),FP DI SP (kpa),FP MPI (kpa),FP MPI SP (kpa),Fuel Flow (mg/stk),Fuel Flow SP (mg/stk),Fuel Split MPI (),Fuel Trim (%),Gear (gear),HPFP Eff Vol (%),IAT (°C),Ign Table (°),Ign Avg (°),Inj PW DI (ms),Inj PW MPI (ms),Intake Cam Pos (°),Intake Flow Fact (),Knock Avg (°),Knock Cyl 1 (°),Knock Cyl 2 (°),Knock Cyl 3 (°),Knock Cyl 4 (°),Lambda (l),Lambda SP (l),LPFP Duty (%),LTFT (%),MAP (kpa),MAP SP (kpa),Misfires (),Oil Temp (°C),Pedal Pos (%),Port Flap Pos (%),PUT (kpa),PUT SP (kpa),SOI Actual (°),SOI Limit (°),STFT (%),Torque (Nm),Torque Lim (),Torque Req (Nm),TPS (%),Trans Temp (°C),Turbo Speed (rpm),Valve Lift Pos (),Vehicle Speed (km/h),WG Flow Des (kg/hr),WG I Value (%),WG P-D Value (%),WG Pos Base (%),WG Pos Final (%),WG Voltage (V),WG modifier (%),Active (),Slowest Wheel (km/h),Fastest Wheel (km/h),Wheel Slip (km/h),P (),I (),D (),PID (),WG pull (%),Ignition pull (km/h),Slip ramp (km/h),Slip target (km/h),RPM Limit Off (rpm),RPM Limit Soft (rpm),RPM Limit Medium (rpm),RPM Limit Hard (rpm),Cut type (rpm),Cut pattern (rpm),Cut position (rpm),Wheel Angle (),DSG Torque (nm),Input Shaft 1 (rpm),Input Shaft 2 (rpm),Clutch 1 Press (bar),Clutch 2 Press (bar),Clutch 1 Current (mA),Clutch 2 Current (mA),Clutch 1 Torque (nm),Clutch 2 Torque (nm),Trans Temp (°C),SimosTools [R1.00:2023_3_5:SL 29.33 HSL CBRICK SWG is38 - moar timing 2.bin]
1033.318,-0.22324473,-0.06083004,0.19951107,0.19910376,93.796814,-15.037595,14.681297,-6.3273587,0.0,0.0,0.0,99.99999,0.0,0.0015258789,456.0,216.0,1845.0,21.176472,-10.203125,0.07525635,97.44467,10499.879,10610.259,1100.0834,499.89316,0.0,12.9924,0.0,-6.09458,6.0,24.398804,-10.526279,21.749971,17.999977,1.112,0.0,-20.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,1.0009766,55.064392,-0.78124607,50.03539,49.996864,0.0,82.99998,12.5,1.0,98.81282,74.73357,468.375,649.875,-5.344419,47.6875,0.0,44.6875,7.0023804,28.99998,26.739502,1.0,98.0,0.0,0.0,-73.48633,48.638916,0.0,3.3789062,-14.251709,0.0,97.59,98.06,0.47000122,-5.55,0.0,-0.24,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1849.0,1832.0,0.09,3.13,0.9,512.9,-600.0,37.65,0.0,0
1033.34,-0.21859577,-0.08058202,0.19480853,0.19901896,93.79593,-15.037595,14.677299,-6.348648,0.0,0.0,0.0,99.84962,0.0,0.0,456.0,216.0,1845.0,21.176472,-10.1875,0.07525635,97.44467,10495.634,10520.045,1100.0834,499.89316,0.0,13.310323,0.0,-6.125665,6.0,23.739624,-10.526283,21.749971,17.999977,1.112,0.0,-20.179688,0.0,0.0,0.0,0.0,0.0,0.0,0.9892578,1.0009766,55.09796,-0.78124726,49.602215,50.38717,0.0,82.99998,12.5,1.0,99.84929,74.73357,468.375,649.875,-5.369285,46.96875,0.0,44.59375,7.0023804,28.99998,27.79541,1.0,98.01,0.0,0.0,-76.19934,48.638916,0.0,3.3789062,-14.251709,0.0,97.43,98.01,0.58000183,-5.44,0.0,-0.32,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1849.0,1832.0,0.09,3.13,0.9,495.2,-600.0,34.5,0.0,0
1033.36,-0.19487661,-0.08848281,0.19604133,0.19910376,93.795135,-15.037595,14.66864,-6.4113765,0.0,0.0,0.0,99.72932,0.0,0.0,456.0,216.0,1844.0,21.176472,-10.1796875,0.07525635,97.44467,10493.511,10512.085,1100.0834,499.89316,0.0,13.331517,0.0,-6.1505322,6.0,23.365784,-10.526287,21.749971,17.999977,1.112,0.0,-20.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.9873047,1.0009766,55.10559,-0.7812481,49.734352,50.282616,0.0,82.99998,12.5,1.0,100.023415,74.73357,468.375,649.875,-5.3891783,46.28125,0.0,44.5,7.0023804,28.99998,28.00293,1.0,97.95,0.0,0.0,-77.73132,48.669434,0.0,3.3789062,-14.251709,0.0,97.28,97.94,0.66000366,-5.36,0.0,0.4,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1849.0,1832.0,0.09,3.13,0.9,495.2,-600.0,34.5,0.0,0
1033.381,-0.1759013,-0.091643125,0.19546586,0.19906136,93.79442,-15.037595,14.668439,-6.3921022,0.0,0.0,0.0,99.63308,0.0,0.0,456.0,216.0,1844.0,21.176472,-10.2109375,0.0758667,97.46955,10329.533,10539.149,1100.0834,499.89316,0.67823297,13.246738,0.0,-6.1704264,6.0,25.260925,-10.526291,21.749971,17.999977,1.076,0.0,-20.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.9873047,1.0009766,55.081177,-0.7812486,50.04135,50.660606,0.0,82.99998,12.5,1.0,99.119606,74.73357,468.375,649.875,-5.4050927,45.84375,0.0,44.59375,7.0023804,28.99998,26.794434,1.0,97.94,0.0,0.0,-75.15259,48.69995,0.0,3.3789062,-14.251709,0.0,97.71,97.99,0.27999878,-5.74,0.0,-0.72,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1849.0,1835.0,0.09,3.07,0.9,495.2,-600.0,34.5,0.0,0
1033.4,-0.18072104,-0.09290725,0.19644,0.19906136,93.79378,-15.037595,14.6800165,-6.3474708,0.0,0.0,0.0,99.55609,0.0,0.0,456.0,216.375,1843.0,21.176472,-10.203125,0.0758667,97.46126,10281.772,10448.935,1100.0834,499.89316,0.14836347,13.03479,0.0,-6.1863413,6.0,24.772644,-10.526293,21.749971,18.374977,1.076,0.0,-20.601562,0.0,0.0,0.0,0.0,0.0,0.0,0.9873047,1.0009766,55.081177,-0.78124905,50.155125,50.60999,0.0,82.99998,12.5,1.0,99.376656,74.73357,468.375,649.875,-5.5740743,46.46875,0.0,44.59375,7.0023804,28.99998,26.281738,1.0,97.98,0.0,0.0,-74.81079,48.69995,0.0,3.3789062,-14.251709,0.0,97.43,98.37,0.94000244,-5.08,0.0,0.72,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1849.0,1835.0,0.09,3.07,0.9,495.2,-600.0,34.5,0.0,0
1033.42,-0.16457683,-0.093412906,0.19627465,0.19910376,93.7932,-15.037595,14.676402,-6.330881,0.0,0.0,0.0,99.4945,0.0,0.0,456.0,216.375,1845.0,21.176472,-10.2265625,0.0758667,97.46126,10290.794,10358.721,1100.0834,499.89316,0.0,12.695674,0.0,-6.3553233,6.0,23.67096,-10.526295,21.749971,18.374977,1.076,0.0,-20.617188,0.0,0.0,0.0,0.0,0.0,0.0,0.9892578,1.0009766,55.012512,-0.78124934,50.155876,50.706894,0.0,82.99998,12.5,1.0,99.45957,74.73357,468.375,649.875,-5.7092595,46.375,0.0,44.59375,7.0023804,28.99998,26.00708,1.0,98.22,0.0,0.0,-74.94202,48.638916,0.0,3.3789062,-14.251709,0.0,97.56,97.94,0.38000488,-5.64,0.0,-0.24,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1849.0,1835.0,0.09,3.07,0.9,497.9,-600.0,32.7,0.0,0
1033.44,-0.17166147,-0.09361517,0.19451621,0.19918853,93.79268,-15.037595,14.673872,-6.3306966,0.0,0.0,0.0,99.44523,0.0,0.0,456.375,216.375,1844.0,21.176472,-10.2578125,0.0758667,97.46126,10307.775,10268.506,1100.0834,499.89316,0.0,12.928816,0.0,-6.490509,6.0,23.26355,-10.526297,21.749971,18.374977,1.076,0.0,-20.539062,0.0,0.0,0.0,0.0,0.0,0.0,0.9902344,1.0009766,55.047607,-0.7812495,49.856026,50.702736,0.0,82.99998,12.5,1.0,99.43469,74.73357,468.375,649.875,-5.8174076,45.65625,0.0,44.59375,7.0023804,28.99998,25.549316,1.0,97.92,0.0,0.0,-74.78638,48.669434,0.0,3.3789062,-14.251709,0.0,97.51,98.01,0.5,-5.52,0.0,0.08,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1849.0,1835.0,0.09,3.07,0.9,497.9,-600.0,32.7,0.0,0
1033.461,-0.15732917,-0.09369607,0.19653389,0.19910376,93.79304,-15.037595,14.666242,-6.37425,0.0,0.0,0.0,99.40581,0.0,0.0,456.375,216.0,1844.0,21.176472,-10.2421875,0.0758667,97.46955,10254.178,10412.849,1100.0834,499.89316,0.0,13.204349,0.0,-6.598657,6.0,22.854614,-10.5262985,21.749971,17.999977,1.076,0.0,-20.507812,0.0,0.0,0.0,0.0,0.0,0.0,0.98828125,1.0009766,55.081177,-0.78124964,49.807407,50.282616,0.0,82.99998,12.5,1.0,99.20252,74.74186,468.375,649.875,-5.9039264,46.46875,0.0,44.5,7.0023804,28.99998,25.189209,1.0,98.03,0.0,0.0,-74.279785,48.675537,0.0,3.3789062,-14.251709,0.0,97.48,97.99,0.5099945,-5.51,0.0,0.08,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1846.0,1835.0,0.1,3.03,0.9,497.9,-600.0,32.7,0.0,0
1033.479,-0.16586334,-0.09372843,0.19847463,0.19961245,93.793365,-15.037595,14.6667595,-6.381351,0.0,0.0,0.0,99.374275,0.0,0.0,456.375,216.0,1845.0,21.176472,-10.2265625,0.076171875,97.46955,10151.758,10500.94,1100.0834,499.89316,2.7129319,13.225543,0.0,-6.685176,6.0,26.124573,-10.5263,21.749971,17.999977,1.076,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9892578,1.0009766,55.09796,-0.78124976,49.818943,50.037514,0.0,82.99998,12.5,1.0,99.119606,74.74186,468.375,649.875,-5.973141,47.28125,0.0,44.59375,7.0023804,28.99998,24.945068,1.0,97.98,0.0,0.0,-74.06006,48.64502,0.0,3.3789062,-14.251709,0.0,97.43,98.14,0.7099991,-5.31,0.0,0.24,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1846.0,1835.0,0.1,3.03,0.9,497.9,-600.0,32.7,0.0,0
1033.499,-0.17269066,-0.11249138,0.19880472,0.1988918,93.793655,-15.037595,14.672981,-6.3797197,0.0,0.0,0.0,99.349045,0.0,0.0,456.375,216.0,1845.0,21.176472,-10.2578125,0.076171875,97.46955,10124.163,10509.432,1100.0834,499.89316,4.5780725,13.161959,0.0,-6.7543907,6.0,27.293396,-10.526302,21.749971,17.999977,1.076,0.0,-19.648438,0.0,0.0,0.0,0.0,0.0,0.0,0.9902344,1.0009766,55.09796,-0.7812498,49.74124,49.781387,0.0,82.99998,12.5,1.0,99.13619,74.74186,468.375,649.875,-6.028513,47.375,0.0,44.59375,7.0023804,28.99998,24.743652,1.0,98.11,0.0,0.0,-73.99902,48.64502,0.0,3.3789062,-14.251709,0.0,97.51,97.99,0.47999573,-5.54,0.0,-0.24,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312529,0.0,1846.0,1835.0,0.1,3.03,0.9,495.9,-600.0,30.4,0.0,0
1033.518,-0.19815253,-0.119996555,0.19888097,0.19918853,93.79392,-15.037595,14.665618,-6.391031,0.0,0.0,0.0,99.328865,0.0,0.0,456.0,216.0,1846.0,21.176472,-10.265625,0.076171875,97.46955,10115.142,10419.217,1100.0834,499.89316,4.514488,12.971206,0.0,-6.809763,5.0,27.145386,-10.526304,21.749971,17.999977,1.08,0.0,-19.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.9921875,1.0009766,55.055237,-0.7812499,49.51403,49.55406,0.0,82.99998,12.5,1.0,99.119606,74.74186,468.375,649.875,-6.0728106,47.40625,0.0,44.6875,7.0023804,28.99998,24.58496,1.0,97.98,0.0,0.0,-73.98071,48.614502,0.0,3.3789062,-14.251709,0.0,97.43,98.01,0.58000183,-5.43,0.0,-0.08,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937521,0.0,1846.0,1835.0,0.1,3.03,0.9,495.9,-600.0,30.4,0.0,0
1033.539,-0.21852203,-0.14174862,0.1983819,0.19901896,93.79416,-15.037595,14.666323,-6.4240284,0.0,0.0,0.0,99.31272,0.0,0.0,456.0,216.0,1845.0,21.176472,-10.2890625,0.076171875,97.46955,10209.071,10446.281,1100.0834,499.89316,2.2678416,13.161959,0.0,-6.8540606,5.0,25.738525,-10.526306,22.124971,17.999977,1.08,0.0,-18.882812,0.0,0.0,0.0,0.0,0.0,0.0,0.99609375,1.0009766,55.047607,-0.7812499,49.242348,49.400997,0.0,82.99998,12.5,1.0,99.119606,74.74186,468.375,649.875,-6.1082487,47.1875,0.0,44.59375,7.0023804,28.99998,24.316406,1.0,98.05,0.0,0.0,-73.968506,48.64502,0.0,3.3789062,-14.251709,0.0,97.59,98.01,0.4200058,-5.59,0.0,-0.16,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937521,0.0,1847.0,1835.0,0.08,3.03,0.9,495.9,-600.0,30.4,0.0,0
1033.562,-0.23481762,-0.15044945,0.19716659,0.19910376,93.795204,-15.037595,14.660957,-6.463595,0.0,0.0,0.0,99.299805,0.0,0.0,456.0,216.0,1852.0,21.176472,-10.3125,0.076171875,97.477844,10339.616,10520.575,1100.0834,499.89316,2.0558937,13.204349,0.0,-6.8894987,5.0,25.805664,-10.526308,22.124971,17.999977,1.08,0.0,-18.789062,0.0,0.0,0.0,0.0,0.0,0.0,0.9980469,1.0009766,55.0766,-0.7812499,49.03981,49.381477,0.0,82.99998,12.5,1.0,99.119606,74.750145,468.375,649.875,-5.980349,46.4375,0.0,44.59375,7.0023804,28.99998,24.42627,1.0,97.97,0.0,0.0,-73.97461,48.431396,0.0,3.3789062,-14.251709,0.0,97.51,97.99,0.47999573,-5.53,0.0,-0.8,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937521,0.0,1847.0,1835.0,0.08,3.03,0.9,495.9,-600.0,30.4,0.0,0
1033.579,-0.2478541,-0.15392978,0.19758129,0.20003633,93.79614,-15.037595,14.651341,-6.4931145,0.0,0.0,0.0,99.28947,0.0,0.0,456.375,216.0,1861.0,21.176472,-10.328125,0.076171875,97.477844,10326.88,10503.594,1100.0834,499.89316,2.034699,13.204349,0.0,-6.761599,5.0,25.646973,-10.526308,22.124971,17.999977,1.068,0.0,-18.765625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0009766,55.0766,-0.7812499,49.05335,49.5275,0.0,82.99998,12.5,1.0,99.119606,74.750145,468.375,649.875,-5.8780293,46.5625,0.0,44.59375,7.0023804,28.99998,24.34082,1.0,97.83,0.0,0.0,-73.97461,48.15674,0.0,3.3789062,-14.251709,0.0,97.28,97.94,0.66000366,-5.35,0.0,0.64,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937521,0.0,1847.0,1835.0,0.08,3.03,1.3,450.6,-600.0,12.4,0.0,0
1033.598,-0.2582833,-0.13657191,0.19736709,0.20020589,93.79699,-15.037595,14.64461,-6.4912734,0.0,0.0,0.0,99.2812,0.0,0.0,456.375,216.0,1866.0,21.176472,-10.328125,0.07678223,97.502716,10329.003,10472.814,1100.0834,499.89316,1.737972,13.161959,0.0,-6.6592793,5.0,25.442505,-10.526308,22.124971,17.999977,1.068,0.0,-18.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0029297,1.0009766,55.08423,-0.7812499,48.999783,49.508064,0.0,82.99998,12.5,1.0,98.99523,74.750145,468.375,649.875,-5.7961736,46.75,0.0,44.59375,7.0023804,28.99998,24.139404,1.0,97.9,0.0,0.0,-73.87695,48.00415,0.0,3.3740234,-14.251709,0.0,97.33,97.91,0.58000183,-5.43,0.0,0.32,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937521,0.0,1847.0,1835.0,0.08,3.03,1.3,450.6,-600.0,12.4,0.0,0
1033.618,-0.28662664,-0.14837876,0.19738726,0.19957006,93.79775,-15.037595,14.651618,-6.4991555,0.0,0.0,0.0,99.27458,0.0,0.0,456.375,216.0,1873.0,21.176472,-10.34375,0.07678223,97.502716,10350.2295,10379.417,1100.0834,499.89316,1.5684137,12.9924,0.0,-6.5774236,5.0,25.386047,-10.526308,22.124971,17.999977,1.068,0.0,-18.9375,0.0,0.0,0.0,0.0,0.0,0.0,1.0048828,1.0009766,55.067444,-0.7812499,48.95783,49.33531,0.0,82.99998,12.5,1.0,98.91232,74.750145,468.375,649.875,-5.730689,46.6875,0.0,44.5,7.0023804,28.99998,23.962402,1.0,97.83,0.0,0.0,-73.54126,47.784424,0.0,3.3740234,-14.251709,0.0,97.48,98.14,0.65999603,-5.35,0.0,0.56,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937521,0.0,1861.0,1835.0,0.09,2.62,1.3,450.6,-600.0,12.4,0.0,0
1033.639,-0.30930132,-0.1531015,0.1975623,0.19973959,93.79927,-15.037595,14.656523,-6.505462,0.0,0.0,0.0,99.269295,0.0,0.0,456.0,216.0,1884.0,21.176472,-10.359375,0.07678223,97.51101,10376.232,10516.33,1100.0834,499.89316,1.6955825,13.840192,0.0,-6.511939,5.0,25.375366,-10.526308,21.749971,17.999977,1.072,0.0,-18.914062,0.0,0.0,0.0,0.0,0.0,0.0,1.0078125,1.0009766,55.126953,-0.7812499,49.012653,49.428574,0.0,82.99998,12.5,1.0,98.91232,74.750145,468.375,649.875,-5.6783013,46.8125,0.0,44.5,7.0023804,28.99998,24.060059,1.0,98.07,0.0,0.0,-73.48938,47.44873,0.0,3.3740234,-14.251709,0.0,97.51,97.99,0.47999573,-5.52,0.0,0.24,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375008,0.0,1861.0,1835.0,0.09,2.62,1.3,450.6,-600.0,12.4,0.0,0
1033.664,-0.32744104,-0.1549906,0.19885387,0.19910376,93.80064,-15.037595,14.654097,-6.4977064,0.0,0.0,0.0,99.26506,0.0,0.0,456.0,216.375,1889.0,21.176472,-10.3359375,0.07678223,97.51101,10356.598,10657.489,1100.0834,499.89316,4.450904,14.179308,0.0,-6.4595513,5.0,27.078247,-10.526308,21.749971,18.374977,1.072,0.0,-18.9375,0.0,0.0,0.0,0.0,0.0,0.0,1.0058594,1.0009766,55.186462,-0.7812499,49.183907,49.240204,0.0,82.99998,12.5,1.0,98.837685,74.750145,468.375,649.875,-5.636391,47.46875,0.0,44.5,7.0023804,28.99998,23.950195,1.0,97.87,0.0,0.0,-73.40088,47.296143,0.0,3.3740234,-14.251709,0.0,97.4,97.82,0.41999817,-5.58,0.0,0.08,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375008,0.0,1861.0,1835.0,0.09,2.62,2.1,464.3,-600.0,12.4,0.0,0
1033.68,-0.32195285,-0.15574624,0.20008555,0.19910376,93.801865,-15.037595,14.64654,-6.4730396,0.0,0.0,0.0,99.26167,0.0,0.0,456.0,216.375,1895.0,21.176472,-10.3671875,0.07678223,97.51101,10365.089,10694.636,1100.0834,499.89316,5.6378117,14.264088,0.0,-6.417641,5.0,27.883911,-10.526308,21.374973,18.374977,1.072,0.0,-18.96875,0.0,0.0,0.0,0.0,0.0,0.0,1.0078125,1.0009766,55.23224,-0.7812499,49.374874,49.21024,0.0,82.99998,12.5,1.0,98.78794,74.750145,468.375,649.875,-5.602863,48.21875,0.0,44.5,7.0023804,28.99998,23.80371,1.0,97.79,0.0,0.0,-73.287964,47.106934,0.0,3.3764648,-14.251709,0.0,97.63,97.78,0.15000153,-5.85,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.0,1835.0,0.09,2.62,2.1,464.3,-600.0,12.4,0.0,0
1033.699,-0.31756228,-0.15604849,0.2002171,0.19851032,93.80297,-15.037595,14.652968,-6.445495,0.0,0.0,0.0,99.258965,0.0,0.0,455.625,216.375,1900.0,21.176472,-10.3828125,0.07678223,97.51101,10399.582,10731.252,1100.0834,499.89316,6.2524605,14.370061,0.0,-6.384113,5.0,28.292847,-10.526308,21.374973,18.374977,1.12,0.0,-18.984375,0.0,0.0,0.0,0.0,0.0,0.0,1.0087891,1.0009766,55.2536,-0.7812499,49.383286,49.079548,0.0,82.99998,12.5,1.0,98.78794,74.750145,468.75,649.875,-5.5760403,48.21875,0.0,44.5,7.0023804,28.99998,23.7854,1.0,97.72,0.0,0.0,-73.19946,46.954346,0.0,3.3789062,-14.251709,0.0,97.33,97.78,0.44999695,-5.55,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,1829.0,0.08,2.65,2.1,464.3,-600.0,12.4,0.0,0
1033.718,-0.31404984,-0.1561694,0.20020857,0.19804402,93.80396,-15.037595,14.663328,-6.444419,0.0,0.0,0.0,99.2568,0.0,0.0,455.625,216.75,1912.0,21.176472,-10.359375,0.07678223,97.51101,10532.25,10637.854,1100.0834,499.89316,4.726436,14.094529,0.0,-6.3572903,5.0,27.452087,-10.526308,21.374973,18.749975,1.12,0.0,-19.039062,0.0,0.0,0.0,0.0,0.0,0.0,1.0078125,1.0009766,55.23987,-0.7812499,49.53165,49.15448,0.0,82.99998,12.5,1.0,98.78794,74.750145,468.75,649.875,-5.554582,48.4375,0.0,44.5,7.0023804,28.99998,23.80371,1.0,97.73,0.0,0.0,-73.220825,46.588135,0.0,3.3789062,-14.251709,0.0,97.17,97.82,0.6500015,-5.35,0.0,0.32,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375008,0.0,2044.0,1829.0,0.08,2.65,2.1,464.3,-600.0,12.4,0.0,0
1033.74,-0.31123987,-0.15621775,0.200251,0.19817117,93.804855,-15.037595,14.664721,-6.423024,0.0,0.0,0.0,99.255066,0.0,0.0,455.625,216.75,1919.0,21.176472,-10.375,0.07678223,97.51101,10644.753,10544.456,1100.0834,499.89316,1.9923093,14.136919,0.0,-6.335832,5.0,25.782776,-10.526308,21.374973,18.749975,1.12,0.0,-19.09375,0.0,0.0,0.0,0.0,0.0,0.0,1.0087891,1.0009766,55.26123,-0.7812499,49.508755,49.119694,0.0,82.99998,12.5,1.0,98.78794,74.750145,468.75,649.875,-5.381166,48.4375,0.0,44.5,7.0023804,28.99998,23.620605,1.0,97.77,0.0,0.0,-73.220825,46.36841,0.0,3.3789062,-14.251709,0.0,97.56,97.78,0.22000122,-5.78,0.0,-0.48,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375008,0.0,2044.0,1829.0,0.08,2.65,2.0,452.7,-600.0,12.4,0.0,0
1033.76,-0.30899188,-0.1562371,0.19876544,0.19808641,93.80483,-15.037595,14.653976,-6.4263425,0.0,0.0,0.0,99.25368,0.0,0.0,455.25,216.75,1924.0,21.176472,-10.3984375,0.07678223,97.502716,10709.495,10547.64,1100.0834,499.89316,0.46628517,14.221698,0.0,-6.162416,5.0,24.761963,-10.526308,21.749971,18.749975,1.14,0.0,-19.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.99902344,1.0009766,55.27649,-0.7812499,49.314594,49.22179,0.0,82.99998,12.5,1.0,98.78794,74.750145,468.75,649.875,-5.398683,47.78125,0.0,44.5,7.0023804,28.99998,23.736572,1.0,97.79,0.0,0.0,-73.220825,46.21582,0.0,3.3789062,-14.251709,0.0,97.51,98.09,0.5799942,-5.42,0.0,0.24,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375008,0.0,2044.0,1829.0,0.08,2.65,2.0,452.7,-600.0,12.4,0.0,0
1033.78,-0.2871935,-0.15624484,0.19914605,0.19817117,93.80481,-15.037595,14.658174,-6.4545074,0.0,0.0,0.0,99.25257,0.0,0.0,455.25,216.375,1934.0,21.176472,-10.3671875,0.077697754,97.52759,10619.812,10584.256,1100.0834,499.89316,2.7129319,14.285282,0.0,-6.179933,5.0,26.135254,-10.526308,21.749971,18.374977,1.14,0.0,-19.375,0.0,0.0,0.0,0.0,0.0,0.0,0.9941406,1.0009766,55.291748,-0.7812499,49.33738,49.231426,0.0,82.99998,12.5,1.0,98.754776,74.750145,468.75,649.875,-5.4126964,47.8125,0.0,44.5,7.0023804,28.99998,23.7854,1.0,98.01,0.0,0.0,-73.184204,46.032715,0.0,3.3789062,-14.251709,0.0,97.48,97.78,0.29999542,-5.7,0.0,0.08,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375008,0.0,2299.0,1832.0,0.09,2.67,2.0,452.7,-600.0,12.4,0.0,0
1033.799,-0.2497548,-0.15624794,0.19805323,0.19838315,93.80479,-15.037595,14.666971,-6.451198,0.0,0.0,0.0,99.251686,0.0,0.0,455.25,216.375,1941.0,21.176472,-10.34375,0.077697754,97.52759,10581.072,10487.674,1100.0834,499.89316,1.928725,14.1581135,0.0,-6.1939464,5.0,25.52185,-10.526308,21.374973,18.374977,1.14,0.0,-19.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.9902344,1.0009766,55.28412,-0.7812499,49.39467,49.45377,0.0,82.99998,12.5,1.0,98.705025,74.750145,468.75,649.875,-5.2676573,47.15625,0.0,44.5,7.0023804,28.99998,23.626709,1.0,97.68,0.0,0.0,-73.09265,45.69702,0.0,3.3789062,-14.251709,0.0,97.48,97.86,0.37999725,-5.62,0.0,0.08,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04375008,0.0,2299.0,1832.0,0.09,2.67,2.0,452.7,-600.0,12.4,0.0,0
